gender,top_color,top_style,top_category,bottom_color,bottom_style,bottom_category,top_url,bottom_url
women,White,Spotted,Shirt,Red,Spotted,Jeans,https://raw.githubusercontent.com/carolin507/fashion-demo-assets/main/assets/streetstyle/20180724203646746_500.jpg,https://raw.githubusercontent.com/carolin507/fashion-demo-assets/main/assets/streetstyle/20180724203646746_500.jpg
women,Black,Solid,Top,White,Solid,Pants,https://raw.githubusercontent.com/carolin507/fashion-demo-assets/main/assets/streetstyle/20171228131434588_500.jpg,https://raw.githubusercontent.com/carolin507/fashion-demo-assets/main/assets/streetstyle/20171228131434588_500.jpg
women,Black,Solid,Top,White,Solid,Pants,https://raw.githubusercontent.com/carolin507/fashion-demo-assets/main/assets/streetstyle/20170727150229360_500.jpg,https://raw.githubusercontent.com/carolin507/fashion-demo-assets/main/assets/streetstyle/20170727150229360_500.jpg
women,Black,Floral,Dress,Yellow,Floral,Dress,https://raw.githubusercontent.com/carolin507/fashion-demo-assets/main/assets/streetstyle/20171229164421017_500.jpg,https://raw.githubusercontent.com/carolin507/fashion-demo-assets/main/assets/streetstyle/20171229164421017_500.jpg
women,Black,Floral,Dress,Brown,Floral,Dress,https://raw.githubusercontent.com/carolin507/fashion-demo-assets/main/assets/streetstyle/20190727182756337_500.jpg,https://raw.githubusercontent.com/carolin507/fashion-demo-assets/main/assets/streetstyle/20190727182756337_500.jpg
men,Black,Striped,Shirt,Gray,Striped,Jeans,https://raw.githubusercontent.com/carolin507/fashion-demo-assets/main/assets/streetstyle/20180727190730018_500.jpg,https://raw.githubusercontent.com/carolin507/fashion-demo-assets/main/assets/streetstyle/20180727190730018_500.jpg
women,Black,Solid,T-Shirt,Gray,Solid,Pants,https://raw.githubusercontent.com/carolin507/fashion-demo-assets/main/assets/streetstyle/20190321175420619_500.jpg,https://raw.githubusercontent.com/carolin507/fashion-demo-assets/main/assets/streetstyle/20190321175420619_500.jpg
men,Black,Striped,Shirt,White,Striped,Pants,https://raw.githubusercontent.com/carolin507/fashion-demo-assets/main/assets/streetstyle/20170729220807077_500.jpg,https://raw.githubusercontent.com/carolin507/fashion-demo-assets/main/assets/streetstyle/20170729220807077_500.jpg
men,Black,Striped,T-Shirt,White,Striped,Pants,https://raw.githubusercontent.com/carolin507/fashion-demo-assets/main/assets/streetstyle/20190322173500006_500.jpg,https://raw.githubusercontent.com/carolin507/fashion-demo-assets/main/assets/streetstyle/20190322173500006_500.jpg
women,Black,Solid,Sweatshirt,Yellow,Solid,Pants,https://raw.githubusercontent.com/carolin507/fashion-demo-assets/main/assets/streetstyle/20190324092607939_500.jpg,https://raw.githubusercontent.com/carolin507/fashion-demo-assets/main/assets/streetstyle/20190324092607939_500.jpg
women,Black,Solid,Top,White,Solid,Pants,https://raw.githubusercontent.com/carolin507/fashion-demo-assets/main/assets/streetstyle/20190319142422452_500.jpg,https://raw.githubusercontent.com/carolin507/fashion-demo-assets/main/assets/streetstyle/20190319142422452_500.jpg
men,Black,Solid,Jumpsuit,Green,Solid,Jumpsuit,https://raw.githubusercontent.com/carolin507/fashion-demo-assets/main/assets/streetstyle/20171027121103783_500.jpg,https://raw.githubusercontent.com/carolin507/fashion-demo-assets/main/assets/streetstyle/20171027121103783_500.jpg
women,Black,Solid,Sweatshirt,Pink,Solid,Skirt,https://raw.githubusercontent.com/carolin507/fashion-demo-assets/main/assets/streetstyle/20191101214000751_500.jpg,https://raw.githubusercontent.com/carolin507/fashion-demo-assets/main/assets/streetstyle/20191101214000751_500.jpg
men,Black,Solid,Shirt,White,Solid,Jeans,https://raw.githubusercontent.com/carolin507/fashion-demo-assets/main/assets/streetstyle/20181019105918746_500.jpg,https://raw.githubusercontent.com/carolin507/fashion-demo-assets/main/assets/streetstyle/20181019105918746_500.jpg
women,White,Floral,Jacket,Brown,Floral,Jacket,https://raw.githubusercontent.com/carolin507/fashion-demo-assets/main/assets/streetstyle/20190727081445319_500.jpg,https://raw.githubusercontent.com/carolin507/fashion-demo-assets/main/assets/streetstyle/20190727081445319_500.jpg
men,Black,Solid,Shirt,White,Solid,Pants,https://raw.githubusercontent.com/carolin507/fashion-demo-assets/main/assets/streetstyle/20180723171356358_500.jpg,https://raw.githubusercontent.com/carolin507/fashion-demo-assets/main/assets/streetstyle/20180723171356358_500.jpg
women,Black,Solid,Top,White,Solid,Pants,https://raw.githubusercontent.com/carolin507/fashion-demo-assets/main/assets/streetstyle/20170727170509408_500.jpg,https://raw.githubusercontent.com/carolin507/fashion-demo-assets/main/assets/streetstyle/20170727170509408_500.jpg
women,Black,Floral,Top,White,Floral,Skirt,https://raw.githubusercontent.com/carolin507/fashion-demo-assets/main/assets/streetstyle/20180723083027700_500.jpg,https://raw.githubusercontent.com/carolin507/fashion-demo-assets/main/assets/streetstyle/20180723083027700_500.jpg
men,Gray,Solid,T-Shirt,Beige,Solid,Jeans,https://raw.githubusercontent.com/carolin507/fashion-demo-assets/main/assets/streetstyle/20190720131625541_500.jpg,https://raw.githubusercontent.com/carolin507/fashion-demo-assets/main/assets/streetstyle/20190720131625541_500.jpg
women,Black,Solid,Top,White,Solid,Pants,https://raw.githubusercontent.com/carolin507/fashion-demo-assets/main/assets/streetstyle/20171229225303378_500.jpg,https://raw.githubusercontent.com/carolin507/fashion-demo-assets/main/assets/streetstyle/20171229225303378_500.jpg
men,Black,Solid,Top,White,Solid,Jeans,https://raw.githubusercontent.com/carolin507/fashion-demo-assets/main/assets/streetstyle/20180728122751222_500.jpg,https://raw.githubusercontent.com/carolin507/fashion-demo-assets/main/assets/streetstyle/20180728122751222_500.jpg
men,Black,Solid,T-Shirt,White,Solid,Pants,https://raw.githubusercontent.com/carolin507/fashion-demo-assets/main/assets/streetstyle/20180728202302595_500.jpg,https://raw.githubusercontent.com/carolin507/fashion-demo-assets/main/assets/streetstyle/20180728202302595_500.jpg
women,Black,Floral,Dress,Gray,Floral,Dress,https://raw.githubusercontent.com/carolin507/fashion-demo-assets/main/assets/streetstyle/20180728215807992_500.jpg,https://raw.githubusercontent.com/carolin507/fashion-demo-assets/main/assets/streetstyle/20180728215807992_500.jpg
women,Black,Floral,Top,Gray,Floral,Skirt,https://raw.githubusercontent.com/carolin507/fashion-demo-assets/main/assets/streetstyle/20181020101217942_500.jpg,https://raw.githubusercontent.com/carolin507/fashion-demo-assets/main/assets/streetstyle/20181020101217942_500.jpg
women,Black,Solid,Sweatshirt,White,Solid,Pants,https://raw.githubusercontent.com/carolin507/fashion-demo-assets/main/assets/streetstyle/20170324173548499_500.jpg,https://raw.githubusercontent.com/carolin507/fashion-demo-assets/main/assets/streetstyle/20170324173548499_500.jpg
women,White,Floral,Top,Yellow,Floral,Pants,https://raw.githubusercontent.com/carolin507/fashion-demo-assets/main/assets/streetstyle/20180722212916138_500.jpg,https://raw.githubusercontent.com/carolin507/fashion-demo-assets/main/assets/streetstyle/20180722212916138_500.jpg
men,Black,Solid,Top,White,Solid,Pants,https://raw.githubusercontent.com/carolin507/fashion-demo-assets/main/assets/streetstyle/20190103183800449_500.jpg,https://raw.githubusercontent.com/carolin507/fashion-demo-assets/main/assets/streetstyle/20190103183800449_500.jpg
men,Black,Solid,Shirt,White,Solid,Pants,https://raw.githubusercontent.com/carolin507/fashion-demo-assets/main/assets/streetstyle/20190103173104283_500.jpg,https://raw.githubusercontent.com/carolin507/fashion-demo-assets/main/assets/streetstyle/20190103173104283_500.jpg
women,Black,Solid,Sweatshirt,White,Solid,Jeans,https://raw.githubusercontent.com/carolin507/fashion-demo-assets/main/assets/streetstyle/20171228141201499_500.jpg,https://raw.githubusercontent.com/carolin507/fashion-demo-assets/main/assets/streetstyle/20171228141201499_500.jpg
women,Black,Solid,T-Shirt,Gray,Solid,Pants,https://raw.githubusercontent.com/carolin507/fashion-demo-assets/main/assets/streetstyle/20180728141710630_500.jpg,https://raw.githubusercontent.com/carolin507/fashion-demo-assets/main/assets/streetstyle/20180728141710630_500.jpg
women,Black,Solid,Top,White,Solid,Jumpsuit,https://raw.githubusercontent.com/carolin507/fashion-demo-assets/main/assets/streetstyle/20180403174038728_500.jpg,https://raw.githubusercontent.com/carolin507/fashion-demo-assets/main/assets/streetstyle/20180403174038728_500.jpg
women,Black,Solid,Top,Green,Solid,Jeans,https://raw.githubusercontent.com/carolin507/fashion-demo-assets/main/assets/streetstyle/20180731010955783_500.jpg,https://raw.githubusercontent.com/carolin507/fashion-demo-assets/main/assets/streetstyle/20180731010955783_500.jpg
women,Black,Solid,Top,Gray,Solid,Pants,https://raw.githubusercontent.com/carolin507/fashion-demo-assets/main/assets/streetstyle/20170324212723371_500.jpg,https://raw.githubusercontent.com/carolin507/fashion-demo-assets/main/assets/streetstyle/20170324212723371_500.jpg
men,Gray,Solid,Sweatshirt,White,Solid,Jeans,https://raw.githubusercontent.com/carolin507/fashion-demo-assets/main/assets/streetstyle/20170324122604417_500.jpg,https://raw.githubusercontent.com/carolin507/fashion-demo-assets/main/assets/streetstyle/20170324122604417_500.jpg
men,Black,Solid,Sweatshirt,Gray,Solid,Pants,https://raw.githubusercontent.com/carolin507/fashion-demo-assets/main/assets/streetstyle/20170325002429326_500.jpg,https://raw.githubusercontent.com/carolin507/fashion-demo-assets/main/assets/streetstyle/20170325002429326_500.jpg
women,Black,Striped,T-Shirt,White,Striped,Jumpsuit,https://raw.githubusercontent.com/carolin507/fashion-demo-assets/main/assets/streetstyle/20190320163938035_500.jpg,https://raw.githubusercontent.com/carolin507/fashion-demo-assets/main/assets/streetstyle/20190320163938035_500.jpg
men,Black,Solid,T-Shirt,White,Solid,Jeans,https://raw.githubusercontent.com/carolin507/fashion-demo-assets/main/assets/streetstyle/20190323193423282_500.jpg,https://raw.githubusercontent.com/carolin507/fashion-demo-assets/main/assets/streetstyle/20190323193423282_500.jpg
women,Black,Solid,T-Shirt,White,Solid,Pants,https://raw.githubusercontent.com/carolin507/fashion-demo-assets/main/assets/streetstyle/20180727015630898_500.jpg,https://raw.githubusercontent.com/carolin507/fashion-demo-assets/main/assets/streetstyle/20180727015630898_500.jpg
men,Black,Solid,Sweatshirt,White,Solid,Pants,https://raw.githubusercontent.com/carolin507/fashion-demo-assets/main/assets/streetstyle/20171227190246186_500.jpg,https://raw.githubusercontent.com/carolin507/fashion-demo-assets/main/assets/streetstyle/20171227190246186_500.jpg
women,Gray,Solid,Top,White,Solid,Pants,https://raw.githubusercontent.com/carolin507/fashion-demo-assets/main/assets/streetstyle/20170324172130128_500.jpg,https://raw.githubusercontent.com/carolin507/fashion-demo-assets/main/assets/streetstyle/20170324172130128_500.jpg
women,Black,Solid,Dress,Beige,Solid,Dress,https://raw.githubusercontent.com/carolin507/fashion-demo-assets/main/assets/streetstyle/20180723121436686_500.jpg,https://raw.githubusercontent.com/carolin507/fashion-demo-assets/main/assets/streetstyle/20180723121436686_500.jpg
women,White,Floral,Dress,Beige,Floral,Dress,https://raw.githubusercontent.com/carolin507/fashion-demo-assets/main/assets/streetstyle/20180330101708988_500.jpg,https://raw.githubusercontent.com/carolin507/fashion-demo-assets/main/assets/streetstyle/20180330101708988_500.jpg
men,Black,Striped,Shirt,White,Striped,Pants,https://raw.githubusercontent.com/carolin507/fashion-demo-assets/main/assets/streetstyle/20190729055855242_500.jpg,https://raw.githubusercontent.com/carolin507/fashion-demo-assets/main/assets/streetstyle/20190729055855242_500.jpg
men,Red,Solid,Shirt,Brown,Solid,Jumpsuit,https://raw.githubusercontent.com/carolin507/fashion-demo-assets/main/assets/streetstyle/20180403094828027_500.jpg,https://raw.githubusercontent.com/carolin507/fashion-demo-assets/main/assets/streetstyle/20180403094828027_500.jpg
women,Black,Floral,T-Shirt,Gray,Floral,Pants,https://raw.githubusercontent.com/carolin507/fashion-demo-assets/main/assets/streetstyle/20190720061139064_500.jpg,https://raw.githubusercontent.com/carolin507/fashion-demo-assets/main/assets/streetstyle/20190720061139064_500.jpg
women,Black,Striped,Top,White,Striped,Pants,https://raw.githubusercontent.com/carolin507/fashion-demo-assets/main/assets/streetstyle/20190323231508286_500.jpg,https://raw.githubusercontent.com/carolin507/fashion-demo-assets/main/assets/streetstyle/20190323231508286_500.jpg
men,Black,Solid,Sweatshirt,White,Solid,Pants,https://raw.githubusercontent.com/carolin507/fashion-demo-assets/main/assets/streetstyle/20180727174416627_500.jpg,https://raw.githubusercontent.com/carolin507/fashion-demo-assets/main/assets/streetstyle/20180727174416627_500.jpg
women,Beige,Solid,Dress,Pink,Solid,Dress,https://raw.githubusercontent.com/carolin507/fashion-demo-assets/main/assets/streetstyle/20180723112252972_500.jpg,https://raw.githubusercontent.com/carolin507/fashion-demo-assets/main/assets/streetstyle/20180723112252972_500.jpg
men,Black,Solid,Shirt,Gray,Solid,Pants,https://raw.githubusercontent.com/carolin507/fashion-demo-assets/main/assets/streetstyle/20170804075107082_500.jpg,https://raw.githubusercontent.com/carolin507/fashion-demo-assets/main/assets/streetstyle/20170804075107082_500.jpg
women,Black,Solid,Top,Gray,Solid,Pants,https://raw.githubusercontent.com/carolin507/fashion-demo-assets/main/assets/streetstyle/20180330085009030_500.jpg,https://raw.githubusercontent.com/carolin507/fashion-demo-assets/main/assets/streetstyle/20180330085009030_500.jpg
women,Black,Solid,Top,White,Solid,Pants,https://raw.githubusercontent.com/carolin507/fashion-demo-assets/main/assets/streetstyle/20170324165429955_500.jpg,https://raw.githubusercontent.com/carolin507/fashion-demo-assets/main/assets/streetstyle/20170324165429955_500.jpg
men,Black,Solid,Jacket,White,Solid,Jeans,https://raw.githubusercontent.com/carolin507/fashion-demo-assets/main/assets/streetstyle/20190103124844387_500.jpg,https://raw.githubusercontent.com/carolin507/fashion-demo-assets/main/assets/streetstyle/20190103124844387_500.jpg
women,Orange,Solid,Top,Blue,Solid,Jeans,https://raw.githubusercontent.com/carolin507/fashion-demo-assets/main/assets/streetstyle/20190319163125645_500.jpg,https://raw.githubusercontent.com/carolin507/fashion-demo-assets/main/assets/streetstyle/20190319163125645_500.jpg
women,White,Solid,Shirt,Beige,Solid,Pants,https://raw.githubusercontent.com/carolin507/fashion-demo-assets/main/assets/streetstyle/20170330172951626_500.jpg,https://raw.githubusercontent.com/carolin507/fashion-demo-assets/main/assets/streetstyle/20170330172951626_500.jpg
women,Black,Spotted,Dress,Beige,Spotted,Dress,https://raw.githubusercontent.com/carolin507/fashion-demo-assets/main/assets/streetstyle/20190718211136688_500.jpg,https://raw.githubusercontent.com/carolin507/fashion-demo-assets/main/assets/streetstyle/20190718211136688_500.jpg
women,Black,Solid,T-Shirt,Gray,Solid,Skirt,https://raw.githubusercontent.com/carolin507/fashion-demo-assets/main/assets/streetstyle/20180727211242630_500.jpg,https://raw.githubusercontent.com/carolin507/fashion-demo-assets/main/assets/streetstyle/20180727211242630_500.jpg
women,Black,Solid,Shirt,White,Solid,Skirt,https://raw.githubusercontent.com/carolin507/fashion-demo-assets/main/assets/streetstyle/20170728142104803_500.jpg,https://raw.githubusercontent.com/carolin507/fashion-demo-assets/main/assets/streetstyle/20170728142104803_500.jpg
women,Black,Floral,Cardigan,White,Floral,Cardigan,https://raw.githubusercontent.com/carolin507/fashion-demo-assets/main/assets/streetstyle/20180331151501496_500.jpg,https://raw.githubusercontent.com/carolin507/fashion-demo-assets/main/assets/streetstyle/20180331151501496_500.jpg
women,White,Solid,Cardigan,Blue,Solid,Cardigan,https://raw.githubusercontent.com/carolin507/fashion-demo-assets/main/assets/streetstyle/20180329173450020_500.jpg,https://raw.githubusercontent.com/carolin507/fashion-demo-assets/main/assets/streetstyle/20180329173450020_500.jpg
women,White,Striped,Kimono_Yukata,Beige,Striped,Kimono_Yukata,https://raw.githubusercontent.com/carolin507/fashion-demo-assets/main/assets/streetstyle/20190720153456544_500.jpg,https://raw.githubusercontent.com/carolin507/fashion-demo-assets/main/assets/streetstyle/20190720153456544_500.jpg
women,Black,Solid,Top,White,Solid,Jumpsuit,https://raw.githubusercontent.com/carolin507/fashion-demo-assets/main/assets/streetstyle/20171027142810426_500.jpg,https://raw.githubusercontent.com/carolin507/fashion-demo-assets/main/assets/streetstyle/20171027142810426_500.jpg
women,Black,Solid,Top,White,Solid,Pants,https://raw.githubusercontent.com/carolin507/fashion-demo-assets/main/assets/streetstyle/20180719181119770_500.jpg,https://raw.githubusercontent.com/carolin507/fashion-demo-assets/main/assets/streetstyle/20180719181119770_500.jpg
women,Black,Plaid,Top,Gray,Plaid,Pants,https://raw.githubusercontent.com/carolin507/fashion-demo-assets/main/assets/streetstyle/20191102193140857_500.jpg,https://raw.githubusercontent.com/carolin507/fashion-demo-assets/main/assets/streetstyle/20191102193140857_500.jpg
women,White,Striped,Top,Beige,Striped,Pants,https://raw.githubusercontent.com/carolin507/fashion-demo-assets/main/assets/streetstyle/20190319175414921_500.jpg,https://raw.githubusercontent.com/carolin507/fashion-demo-assets/main/assets/streetstyle/20190319175414921_500.jpg
women,Black,Solid,Jumpsuit,Blue,Solid,Jumpsuit,https://raw.githubusercontent.com/carolin507/fashion-demo-assets/main/assets/streetstyle/20191102190210080_500.jpg,https://raw.githubusercontent.com/carolin507/fashion-demo-assets/main/assets/streetstyle/20191102190210080_500.jpg
women,Black,Solid,Top,White,Solid,Skirt,https://raw.githubusercontent.com/carolin507/fashion-demo-assets/main/assets/streetstyle/20180331192021128_500.jpg,https://raw.githubusercontent.com/carolin507/fashion-demo-assets/main/assets/streetstyle/20180331192021128_500.jpg
women,Black,Plaid,Top,Gray,Plaid,Pants,https://raw.githubusercontent.com/carolin507/fashion-demo-assets/main/assets/streetstyle/20191101181846931_500.jpg,https://raw.githubusercontent.com/carolin507/fashion-demo-assets/main/assets/streetstyle/20191101181846931_500.jpg
women,Black,Solid,Top,White,Solid,Jeans,https://raw.githubusercontent.com/carolin507/fashion-demo-assets/main/assets/streetstyle/20191102085024834_500.jpg,https://raw.githubusercontent.com/carolin507/fashion-demo-assets/main/assets/streetstyle/20191102085024834_500.jpg
women,Gray,Floral,Kimono_Yukata,White,Floral,Kimono_Yukata,https://raw.githubusercontent.com/carolin507/fashion-demo-assets/main/assets/streetstyle/20180101162917987_500.jpg,https://raw.githubusercontent.com/carolin507/fashion-demo-assets/main/assets/streetstyle/20180101162917987_500.jpg
women,White,Solid,T-Shirt,Pink,Solid,Jeans,https://raw.githubusercontent.com/carolin507/fashion-demo-assets/main/assets/streetstyle/20180816231018155_500.jpg,https://raw.githubusercontent.com/carolin507/fashion-demo-assets/main/assets/streetstyle/20180816231018155_500.jpg
women,Black,Floral,Cardigan,White,Floral,Jeans,https://raw.githubusercontent.com/carolin507/fashion-demo-assets/main/assets/streetstyle/20180726213732239_500.jpg,https://raw.githubusercontent.com/carolin507/fashion-demo-assets/main/assets/streetstyle/20180726213732239_500.jpg
women,White,Solid,Top,Beige,Solid,Jumpsuit,https://raw.githubusercontent.com/carolin507/fashion-demo-assets/main/assets/streetstyle/20170328135121490_500.jpg,https://raw.githubusercontent.com/carolin507/fashion-demo-assets/main/assets/streetstyle/20170328135121490_500.jpg
women,Black,Floral,Dress,White,Floral,Dress,https://raw.githubusercontent.com/carolin507/fashion-demo-assets/main/assets/streetstyle/20180722235937382_500.jpg,https://raw.githubusercontent.com/carolin507/fashion-demo-assets/main/assets/streetstyle/20180722235937382_500.jpg
women,Black,Solid,Top,Gray,Solid,Pants,https://raw.githubusercontent.com/carolin507/fashion-demo-assets/main/assets/streetstyle/20171228192559567_500.jpg,https://raw.githubusercontent.com/carolin507/fashion-demo-assets/main/assets/streetstyle/20171228192559567_500.jpg
men,Gray,Plaid,Sweatshirt,White,Plaid,Pants,https://raw.githubusercontent.com/carolin507/fashion-demo-assets/main/assets/streetstyle/20180329194022579_500.jpg,https://raw.githubusercontent.com/carolin507/fashion-demo-assets/main/assets/streetstyle/20180329194022579_500.jpg
men,Black,Plaid,Shirt,Gray,Plaid,Pants,https://raw.githubusercontent.com/carolin507/fashion-demo-assets/main/assets/streetstyle/20190320075243551_500.jpg,https://raw.githubusercontent.com/carolin507/fashion-demo-assets/main/assets/streetstyle/20190320075243551_500.jpg
women,Black,Striped,Top,Gray,Striped,Pants,https://raw.githubusercontent.com/carolin507/fashion-demo-assets/main/assets/streetstyle/20190320003522261_500.jpg,https://raw.githubusercontent.com/carolin507/fashion-demo-assets/main/assets/streetstyle/20190320003522261_500.jpg
women,White,Spotted,T-Shirt,Beige,Spotted,Skirt,https://raw.githubusercontent.com/carolin507/fashion-demo-assets/main/assets/streetstyle/20190720220335717_500.jpg,https://raw.githubusercontent.com/carolin507/fashion-demo-assets/main/assets/streetstyle/20190720220335717_500.jpg
men,White,Solid,Jacket,Orange,Solid,Jeans,https://raw.githubusercontent.com/carolin507/fashion-demo-assets/main/assets/streetstyle/20190102213147397_500.jpg,https://raw.githubusercontent.com/carolin507/fashion-demo-assets/main/assets/streetstyle/20190102213147397_500.jpg
women,Black,Floral,Top,Gray,Floral,Skirt,https://raw.githubusercontent.com/carolin507/fashion-demo-assets/main/assets/streetstyle/20180728120615103_500.jpg,https://raw.githubusercontent.com/carolin507/fashion-demo-assets/main/assets/streetstyle/20180728120615103_500.jpg
women,Black,Solid,Shirt,Gray,Solid,Shirt,https://raw.githubusercontent.com/carolin507/fashion-demo-assets/main/assets/streetstyle/20190320080024178_500.jpg,https://raw.githubusercontent.com/carolin507/fashion-demo-assets/main/assets/streetstyle/20190320080024178_500.jpg
women,Black,Solid,Top,White,Solid,Pants,https://raw.githubusercontent.com/carolin507/fashion-demo-assets/main/assets/streetstyle/20191103091509864_500.jpg,https://raw.githubusercontent.com/carolin507/fashion-demo-assets/main/assets/streetstyle/20191103091509864_500.jpg
women,Black,Plaid,Top,Gray,Plaid,Jeans,https://raw.githubusercontent.com/carolin507/fashion-demo-assets/main/assets/streetstyle/20190320172411656_500.jpg,https://raw.githubusercontent.com/carolin507/fashion-demo-assets/main/assets/streetstyle/20190320172411656_500.jpg
women,Black,Spotted,T-Shirt,Gray,Spotted,Pants,https://raw.githubusercontent.com/carolin507/fashion-demo-assets/main/assets/streetstyle/20190720144301591_500.jpg,https://raw.githubusercontent.com/carolin507/fashion-demo-assets/main/assets/streetstyle/20190720144301591_500.jpg
women,White,Solid,Sweatshirt,Pink,Solid,Pants,https://raw.githubusercontent.com/carolin507/fashion-demo-assets/main/assets/streetstyle/20191103101712073_500.jpg,https://raw.githubusercontent.com/carolin507/fashion-demo-assets/main/assets/streetstyle/20191103101712073_500.jpg
women,Black,Striped,T-Shirt,White,Striped,Skirt,https://raw.githubusercontent.com/carolin507/fashion-demo-assets/main/assets/streetstyle/20180329143959640_500.jpg,https://raw.githubusercontent.com/carolin507/fashion-demo-assets/main/assets/streetstyle/20180329143959640_500.jpg
women,Black,Floral,Top,White,Floral,Skirt,https://raw.githubusercontent.com/carolin507/fashion-demo-assets/main/assets/streetstyle/20190323164759272_500.jpg,https://raw.githubusercontent.com/carolin507/fashion-demo-assets/main/assets/streetstyle/20190323164759272_500.jpg
men,Black,Solid,T-Shirt,Gray,Solid,Pants,https://raw.githubusercontent.com/carolin507/fashion-demo-assets/main/assets/streetstyle/20190321171402219_500.jpg,https://raw.githubusercontent.com/carolin507/fashion-demo-assets/main/assets/streetstyle/20190321171402219_500.jpg
men,Black,Solid,Top,Gray,Solid,Pants,https://raw.githubusercontent.com/carolin507/fashion-demo-assets/main/assets/streetstyle/20171229151117974_500.jpg,https://raw.githubusercontent.com/carolin507/fashion-demo-assets/main/assets/streetstyle/20171229151117974_500.jpg
women,Black,Striped,Top,White,Striped,Jeans,https://raw.githubusercontent.com/carolin507/fashion-demo-assets/main/assets/streetstyle/20170727160440052_500.jpg,https://raw.githubusercontent.com/carolin507/fashion-demo-assets/main/assets/streetstyle/20170727160440052_500.jpg
women,Gray,Solid,Sweatshirt,White,Solid,Skirt,https://raw.githubusercontent.com/carolin507/fashion-demo-assets/main/assets/streetstyle/20190324002931175_500.jpg,https://raw.githubusercontent.com/carolin507/fashion-demo-assets/main/assets/streetstyle/20190324002931175_500.jpg
women,Black,Solid,Sweatshirt,Gray,Solid,Skirt,https://raw.githubusercontent.com/carolin507/fashion-demo-assets/main/assets/streetstyle/20181020113917097_500.jpg,https://raw.githubusercontent.com/carolin507/fashion-demo-assets/main/assets/streetstyle/20181020113917097_500.jpg
men,Black,Plaid,Shirt,Gray,Plaid,Pants,https://raw.githubusercontent.com/carolin507/fashion-demo-assets/main/assets/streetstyle/20190725164543841_500.jpg,https://raw.githubusercontent.com/carolin507/fashion-demo-assets/main/assets/streetstyle/20190725164543841_500.jpg
women,Black,Floral,Dress,Gray,Floral,Dress,https://raw.githubusercontent.com/carolin507/fashion-demo-assets/main/assets/streetstyle/20170324173919949_500.jpg,https://raw.githubusercontent.com/carolin507/fashion-demo-assets/main/assets/streetstyle/20170324173919949_500.jpg
men,White,Solid,Top,Blue,Solid,Pants,https://raw.githubusercontent.com/carolin507/fashion-demo-assets/main/assets/streetstyle/20190723071236101_500.jpg,https://raw.githubusercontent.com/carolin507/fashion-demo-assets/main/assets/streetstyle/20190723071236101_500.jpg
men,Black,Solid,Top,White,Solid,Pants,https://raw.githubusercontent.com/carolin507/fashion-demo-assets/main/assets/streetstyle/20190322082702354_500.jpg,https://raw.githubusercontent.com/carolin507/fashion-demo-assets/main/assets/streetstyle/20190322082702354_500.jpg
women,Black,Spotted,Top,White,Spotted,Jeans,https://raw.githubusercontent.com/carolin507/fashion-demo-assets/main/assets/streetstyle/20180304005615313_500.jpg,https://raw.githubusercontent.com/carolin507/fashion-demo-assets/main/assets/streetstyle/20180304005615313_500.jpg
men,Black,Solid,Top,Green,Solid,Jeans,https://raw.githubusercontent.com/carolin507/fashion-demo-assets/main/assets/streetstyle/20181020112028807_500.jpg,https://raw.githubusercontent.com/carolin507/fashion-demo-assets/main/assets/streetstyle/20181020112028807_500.jpg
women,Black,Solid,Top,White,Solid,Jeans,https://raw.githubusercontent.com/carolin507/fashion-demo-assets/main/assets/streetstyle/20170727172335725_500.jpg,https://raw.githubusercontent.com/carolin507/fashion-demo-assets/main/assets/streetstyle/20170727172335725_500.jpg
women,Black,Floral,Top,White,Floral,Skirt,https://raw.githubusercontent.com/carolin507/fashion-demo-assets/main/assets/streetstyle/20170324171834886_500.jpg,https://raw.githubusercontent.com/carolin507/fashion-demo-assets/main/assets/streetstyle/20170324171834886_500.jpg
women,Black,Striped,T-Shirt,Gray,Striped,Pants,https://raw.githubusercontent.com/carolin507/fashion-demo-assets/main/assets/streetstyle/20190323194856708_500.jpg,https://raw.githubusercontent.com/carolin507/fashion-demo-assets/main/assets/streetstyle/20190323194856708_500.jpg
women,Black,Solid,T-Shirt,White,Solid,Pants,https://raw.githubusercontent.com/carolin507/fashion-demo-assets/main/assets/streetstyle/20191027161000907_500.jpg,https://raw.githubusercontent.com/carolin507/fashion-demo-assets/main/assets/streetstyle/20191027161000907_500.jpg
men,Black,Solid,T-Shirt,White,Solid,Pants,https://raw.githubusercontent.com/carolin507/fashion-demo-assets/main/assets/streetstyle/20180726210028218_500.jpg,https://raw.githubusercontent.com/carolin507/fashion-demo-assets/main/assets/streetstyle/20180726210028218_500.jpg
women,Black,Solid,Top,White,Solid,Pants,https://raw.githubusercontent.com/carolin507/fashion-demo-assets/main/assets/streetstyle/20180723065126133_500.jpg,https://raw.githubusercontent.com/carolin507/fashion-demo-assets/main/assets/streetstyle/20180723065126133_500.jpg
women,Black,Solid,Top,Gray,Solid,Pants,https://raw.githubusercontent.com/carolin507/fashion-demo-assets/main/assets/streetstyle/20171227161803436_500.jpg,https://raw.githubusercontent.com/carolin507/fashion-demo-assets/main/assets/streetstyle/20171227161803436_500.jpg
